student_country,days_on_platform,minutes_watched,courses_started,practice_exams_started,practice_exams_passed,minutes_spent_on_exams,purchased
1967,150.0,285,2.1,1,0,0,0.0,0
1968,54.0,0,10.4,1,0,0,0.0,1
1969,157.0,285,25.0,1,0,0,0.0,0
1970,140.0,285,15.6,1,0,0,0.0,0
1971,47.0,285,47.1,1,0,0,0.0,0
1972,47.0,2,9.5,1,0,0,0.0,1
1973,112.0,285,6.6,1,0,0,0.0,0
1974,47.0,285,0.7,1,0,0,0.0,0
1975,71.0,285,0.1,1,0,0,0.0,0
1976,54.0,285,61.1,1,0,0,0.0,0
1977,150.0,285,3.4,1,0,0,0.0,0
1978,39.0,285,12.9,1,0,0,0.0,0
1979,157.0,285,55.7,1,0,0,0.0,0
1980,134.0,285,2.3,1,0,0,0.0,0
1981,157.0,285,0.2,1,0,0,0.0,0
1982,27.0,285,30.5,1,0,0,0.0,0
1983,54.0,285,36.1,1,0,0,0.0,0
1984,47.0,285,1.2,1,0,0,0.0,0
1985,112.0,285,3.9,1,0,0,0.0,0
1986,27.0,285,204.5,2,0,0,0.0,0
1987,12.0,284,1.2,1,0,0,0.0,0
1988,54.0,284,0.6,1,0,0,0.0,0
1989,48.0,284,36.2,2,0,0,0.0,0
1990,39.0,284,3.2,1,0,0,0.0,0
1991,47.0,284,0.1,1,0,0,0.0,0
1992,47.0,284,33.5,1,0,0,0.0,0
1993,7.0,0,36.6,1,0,0,0.0,1
1994,71.0,284,11.2,1,0,0,0.0,0
1995,68.0,0,105.4,1,0,0,0.0,1
1996,116.0,284,1.2,1,0,0,0.0,0
1997,112.0,18,2.4,1,0,0,0.0,1
1998,137.0,284,18.8,1,0,0,0.0,0
1999,27.0,284,9.6,1,0,0,0.0,0
2000,71.0,284,6.8,2,0,0,0.0,0
2001,71.0,284,1.7,1,0,0,0.0,0
2002,118.0,284,3.9,1,0,0,0.0,0
2003,157.0,284,64.0,1,0,0,0.0,0
2004,7.0,284,15.9,1,0,0,0.0,0
2005,47.0,284,4.6,1,0,0,0.0,0
2006,71.0,284,1.6,1,0,0,0.0,0
2007,47.0,284,48.3,2,0,0,0.0,0
2008,54.0,284,60.7,1,0,0,0.0,0
2009,57.0,284,30.0,1,0,0,0.0,0
2010,157.0,284,9.0,1,0,0,0.0,0
2011,71.0,284,88.2,2,0,0,0.0,0
2012,105.0,284,1.6,1,0,0,0.0,0
2013,71.0,284,9.9,1,0,0,0.0,0
2014,71.0,284,19.4,1,0,0,0.0,0
2015,71.0,284,45.9,1,0,0,0.0,0
2016,150.0,284,1.2,1,0,0,0.0,0
2017,71.0,284,2.5,1,0,0,0.0,0
2018,70.0,284,0.7,1,0,0,0.0,0
2019,71.0,284,5.6,1,0,0,0.0,0
2020,112.0,284,27.2,1,0,0,0.0,0
2021,71.0,284,1.0,1,0,0,0.0,0
2022,157.0,284,27.4,1,0,0,0.0,0
2023,75.0,284,32.7,1,0,0,0.0,0
2024,157.0,284,2.3,2,0,0,0.0,0
2025,109.0,284,46.4,1,0,0,0.0,0
2026,157.0,264,21.7,1,0,0,0.0,1
2027,47.0,284,1.3,1,0,0,0.0,0
2028,114.0,284,0.1,1,0,0,0.0,0
2029,84.0,284,0.5,1,0,0,0.0,0
2030,54.0,284,115.3,2,0,0,0.0,0
2031,127.0,284,88.0,2,0,0,0.0,0
2032,47.0,1,107.7,1,0,0,0.0,1
2033,157.0,0,84.6,1,0,0,0.0,1
2034,157.0,283,12.9,1,0,0,0.0,0
2035,120.0,283,0.8,2,0,0,0.0,0
2036,71.0,283,0.2,1,0,0,0.0,0
2037,157.0,18,13.1,1,0,0,0.0,1
2038,71.0,283,17.9,1,0,0,0.0,0
2039,27.0,283,0.6,1,0,0,0.0,0
2040,71.0,283,11.0,1,0,0,0.0,0
2041,157.0,283,71.7,1,0,0,0.0,0
2042,47.0,283,25.9,2,0,0,0.0,0
2043,71.0,283,0.4,1,0,0,0.0,0
2044,134.0,283,6.3,1,0,0,0.0,0
2045,71.0,283,2.1,1,0,0,0.0,0
2046,71.0,283,0.6,1,0,0,0.0,0
2047,112.0,87,114.6,1,0,0,0.0,1
2048,5.0,283,2.6,1,0,0,0.0,0
2049,71.0,283,5.6,1,0,0,0.0,0
2051,60.0,283,59.5,2,0,0,0.0,0
2052,71.0,283,37.3,1,0,0,0.0,0
2053,71.0,283,8.6,1,0,0,0.0,0
2054,71.0,283,1.4,1,0,0,0.0,0
2055,71.0,283,1.1,1,0,0,0.0,0
2056,12.0,283,0.5,1,0,0,0.0,0
2057,134.0,283,27.1,1,0,0,0.0,0
2058,43.0,283,1.1,1,0,0,0.0,0
2059,150.0,283,0.2,1,0,0,0.0,0
2060,71.0,283,3.9,2,0,0,0.0,0
2061,112.0,283,2.2,1,0,0,0.0,0
2062,71.0,283,15.0,1,0,0,0.0,0
2063,157.0,283,0.1,1,0,0,0.0,0
2064,54.0,283,41.4,2,0,0,0.0,0
2065,157.0,283,42.4,1,0,0,0.0,0
2066,45.0,283,146.3,1,0,0,0.0,0
2067,63.0,283,1.6,1,0,0,0.0,0
2068,72.0,283,1.9,1,0,0,0.0,0
2069,102.0,283,0.4,1,0,0,0.0,0
2070,157.0,0,8.2,1,0,0,0.0,1
2071,71.0,283,0.1,1,0,0,0.0,0
2072,84.0,283,1.9,1,0,0,0.0,0
2073,71.0,283,0.4,1,0,0,0.0,0
2074,157.0,0,46.7,1,0,0,0.0,1
2075,114.0,0,10.0,1,0,0,0.0,1
2076,150.0,283,0.2,1,0,0,0.0,0
2077,157.0,283,99.0,1,0,0,0.0,0
2078,74.0,283,0.9,1,0,0,0.0,0
2079,9.0,283,0.3,1,0,0,0.0,0
2080,134.0,283,0.2,1,0,0,0.0,0
2081,35.0,283,63.6,1,0,0,0.0,0
2082,48.0,2,37.1,1,0,0,0.0,1
2083,77.0,283,0.9,1,0,0,0.0,0
2084,157.0,282,41.0,2,0,0,0.0,0
2085,157.0,0,1.1,1,0,0,0.0,1
2086,157.0,282,11.2,1,0,0,0.0,0
2087,157.0,282,61.6,1,0,0,0.0,0
2089,71.0,282,0.2,1,0,0,0.0,0
2090,120.0,282,0.6,1,0,0,0.0,0
2091,79.0,282,6.2,1,0,0,0.0,0
2092,108.0,282,21.0,1,0,0,0.0,0
2093,71.0,282,1.2,1,0,0,0.0,0
2094,112.0,282,10.2,1,0,0,0.0,0
2095,48.0,282,18.9,1,0,0,0.0,0
2096,157.0,282,82.9,1,0,0,0.0,0
2097,71.0,282,65.3,1,0,0,0.0,0
2098,166.0,2,138.1,1,0,0,0.0,1
2099,148.0,282,2.0,1,0,0,0.0,0
2100,124.0,282,8.9,1,0,0,0.0,0
2101,71.0,282,11.6,2,0,0,0.0,0
2102,71.0,282,3.0,2,0,0,0.0,0
2103,109.0,282,22.2,1,0,0,0.0,0
2104,71.0,282,0.1,1,0,0,0.0,0
2105,71.0,282,10.7,1,0,0,0.0,0
2106,79.0,282,0.1,1,0,0,0.0,0
2107,39.0,282,2.3,1,0,0,0.0,0
2108,71.0,282,0.5,1,0,0,0.0,0
2109,122.0,282,88.3,1,0,0,0.0,0
2110,68.0,282,56.1,1,0,0,0.0,0
2111,13.0,282,3.9,1,0,0,0.0,0
2112,71.0,282,12.4,1,0,0,0.0,0
2113,9.0,282,2.1,1,0,0,0.0,0
2114,159.0,282,1.0,1,0,0,0.0,0
2115,155.0,15,10.0,1,0,0,0.0,1
2116,131.0,282,0.2,1,0,0,0.0,0
2117,71.0,282,0.2,1,0,0,0.0,0
2118,117.0,282,0.5,1,0,0,0.0,0
2119,52.0,0,96.8,1,0,0,0.0,1
2120,71.0,282,34.5,1,0,0,0.0,0
2121,71.0,282,61.0,2,0,0,0.0,0
2123,114.0,282,0.1,1,0,0,0.0,0
2124,94.0,282,6.8,1,0,0,0.0,0
2126,79.0,38,106.9,2,0,0,0.0,1
2127,54.0,282,30.7,1,0,0,0.0,0
2128,39.0,282,1.1,1,0,0,0.0,0
2129,157.0,282,64.6,1,0,0,0.0,0
2130,71.0,282,0.1,1,0,0,0.0,0
2131,56.0,282,34.1,1,0,0,0.0,0
2132,39.0,282,108.9,1,0,0,0.0,0
2133,71.0,282,48.3,1,0,0,0.0,0
2134,132.0,282,50.5,1,0,0,0.0,0
2136,47.0,282,44.7,1,0,0,0.0,0
2137,71.0,282,24.4,1,0,0,0.0,0
2138,74.0,282,41.1,1,0,0,0.0,0
2139,71.0,282,0.1,1,0,0,0.0,0
2140,157.0,282,29.5,1,0,0,0.0,0
2141,71.0,282,54.9,2,0,0,0.0,0
2142,48.0,282,11.8,1,0,0,0.0,0
2143,157.0,282,0.1,1,0,0,0.0,0
2144,54.0,282,7.4,1,0,0,0.0,0
2145,71.0,282,0.4,1,0,0,0.0,0
2146,112.0,282,10.8,1,0,0,0.0,0
2147,124.0,282,0.7,1,0,0,0.0,0
2148,21.0,282,0.7,1,0,0,0.0,0
2149,157.0,282,48.0,1,0,0,0.0,0
2150,47.0,282,0.1,1,0,0,0.0,0
2151,112.0,282,38.3,1,0,0,0.0,0
2152,157.0,281,9.0,1,0,0,0.0,0
2153,71.0,281,1.2,1,0,0,0.0,0
2154,108.0,281,6.6,1,0,0,0.0,0
2155,108.0,281,0.9,1,0,0,0.0,0
2156,157.0,0,92.4,1,0,0,0.0,1
2157,71.0,281,46.6,1,0,0,0.0,0
2158,70.0,281,2.9,1,0,0,0.0,0
2159,16.0,281,6.9,2,0,0,0.0,0
2160,71.0,281,24.7,1,0,0,0.0,0
2161,112.0,281,38.5,1,0,0,0.0,0
2162,71.0,281,10.1,1,0,0,0.0,0
2163,71.0,281,36.2,2,0,0,0.0,0
2164,153.0,281,3.9,1,0,0,0.0,0
2165,7.0,0,57.7,1,0,0,0.0,1
2166,71.0,281,4.6,1,0,0,0.0,0
2167,13.0,281,194.3,2,0,0,0.0,0
2168,71.0,281,1.7,1,0,0,0.0,0
2169,114.0,0,182.8,1,0,0,0.0,1
2170,57.0,281,1.3,1,0,0,0.0,0
2171,71.0,281,3.0,1,0,0,0.0,0
2172,39.0,281,6.7,1,0,0,0.0,0
2173,71.0,281,0.9,1,0,0,0.0,0
2174,63.0,281,0.2,1,0,0,0.0,0
2175,157.0,281,30.0,1,0,0,0.0,0
2176,135.0,281,0.4,1,0,0,0.0,0
2177,124.0,281,13.3,1,0,0,0.0,0
2178,71.0,281,5.6,1,0,0,0.0,0
2179,114.0,281,0.1,1,0,0,0.0,0
2180,71.0,281,31.6,1,0,0,0.0,0
2181,112.0,281,0.8,1,0,0,0.0,0
2182,67.0,281,5.5,1,0,0,0.0,0
2183,71.0,281,87.6,2,0,0,0.0,0
2184,156.0,281,62.9,1,0,0,0.0,0
2185,112.0,281,6.5,1,0,0,0.0,0
2186,76.0,0,100.0,1,0,0,0.0,1
2187,48.0,281,63.1,1,0,0,0.0,0
2188,127.0,0,42.0,1,0,0,0.0,1
2189,12.0,281,9.6,1,0,0,0.0,0
2190,71.0,281,1.2,1,0,0,0.0,0
2191,44.0,281,1.6,1,0,0,0.0,0
2192,157.0,1,77.7,1,0,0,0.0,1
2193,127.0,281,0.1,1,0,0,0.0,0
2194,114.0,7,33.0,1,0,0,0.0,1
2195,78.0,281,2.4,1,0,0,0.0,0
2196,71.0,0,16.0,1,0,0,0.0,1
2197,123.0,281,47.7,1,0,0,0.0,0
2198,71.0,281,0.2,1,0,0,0.0,0
2199,47.0,281,58.1,2,0,0,0.0,0
2200,30.0,1,123.6,1,0,0,0.0,1
2201,47.0,281,6.6,1,0,0,0.0,0
2202,71.0,281,0.7,1,0,0,0.0,0
2203,71.0,281,10.5,1,0,0,0.0,0
2204,136.0,281,35.8,1,0,0,0.0,0
2205,79.0,281,18.9,1,0,0,0.0,0
2206,157.0,281,4.7,1,0,0,0.0,0
2207,108.0,281,1.3,1,0,0,0.0,0
2208,27.0,1,85.7,1,0,0,0.0,1
2209,157.0,280,86.2,2,0,0,0.0,0
2210,71.0,280,3.3,1,0,0,0.0,0
2211,0.0,8,23.2,2,0,0,0.0,1
2212,157.0,0,44.6,1,0,0,0.0,1
2213,137.0,280,2.4,1,0,0,0.0,0
2214,71.0,280,0.6,1,0,0,0.0,0
2216,134.0,280,56.6,1,0,0,0.0,0
2217,79.0,280,29.8,1,0,0,0.0,0
2218,71.0,280,1.0,1,0,0,0.0,0
2219,112.0,280,29.5,1,0,0,0.0,0
2220,71.0,280,0.1,1,0,0,0.0,0
2221,71.0,280,5.2,1,0,0,0.0,0
2222,71.0,280,0.1,1,0,0,0.0,0
2223,137.0,280,8.6,1,0,0,0.0,0
2224,71.0,280,0.2,1,0,0,0.0,0
2225,109.0,280,31.0,2,0,0,0.0,0
2226,124.0,280,8.1,1,0,0,0.0,0
2227,134.0,280,0.3,1,0,0,0.0,0
2228,71.0,280,15.3,1,0,0,0.0,0
2229,157.0,280,184.3,2,0,0,0.0,0
2230,71.0,280,0.9,1,0,0,0.0,0
2231,44.0,280,32.1,1,0,0,0.0,0
2232,71.0,280,40.0,2,0,0,0.0,0
2233,79.0,280,11.2,1,0,0,0.0,0
2234,71.0,280,13.6,2,0,0,0.0,0
2235,112.0,280,29.2,2,0,0,0.0,0
2236,116.0,280,0.3,1,0,0,0.0,0
2237,67.0,280,22.9,1,0,0,0.0,0
2238,114.0,280,0.4,1,0,0,0.0,0
2239,27.0,280,6.6,1,0,0,0.0,0
2240,157.0,280,56.0,2,0,0,0.0,0
2241,157.0,0,20.5,1,0,0,0.0,1
2243,47.0,280,1.1,1,0,0,0.0,0
2244,134.0,280,0.7,1,0,0,0.0,0
2245,134.0,280,0.3,1,0,0,0.0,0
2246,49.0,280,10.7,1,0,0,0.0,0
2247,151.0,280,4.0,1,0,0,0.0,0
2248,44.0,280,2.4,1,0,0,0.0,0
2249,94.0,280,2.6,1,0,0,0.0,0
2250,135.0,280,0.4,1,0,0,0.0,0
2251,94.0,280,7.4,2,0,0,0.0,0
2252,157.0,280,40.6,1,0,0,0.0,0
2253,134.0,280,5.7,1,0,0,0.0,0
2254,123.0,280,0.6,1,0,0,0.0,0
2255,134.0,280,2.5,1,0,0,0.0,0
2256,93.0,280,24.9,1,0,0,0.0,0
2257,157.0,0,59.8,1,0,0,0.0,1
2258,47.0,280,10.4,1,0,0,0.0,0
2259,47.0,280,1.1,1,0,0,0.0,0
2260,134.0,280,0.8,1,0,0,0.0,0
2261,45.0,5,14.3,1,0,0,0.0,1
2262,153.0,280,0.7,1,0,0,0.0,0
2263,157.0,280,14.4,1,0,0,0.0,0
2264,157.0,279,0.1,1,0,0,0.0,0
2266,54.0,279,103.8,1,0,0,0.0,0
2267,134.0,279,0.1,1,0,0,0.0,0
2268,112.0,279,55.6,1,0,0,0.0,0
2269,71.0,279,1.4,1,0,0,0.0,0
2270,71.0,279,16.3,1,0,0,0.0,0
2271,167.0,1,126.4,1,0,0,0.0,1
2272,157.0,279,3.3,1,0,0,0.0,0
2273,78.0,279,18.6,1,0,0,0.0,0
2274,100.0,279,1.8,1,0,0,0.0,0
2275,134.0,279,9.3,1,0,0,0.0,0
2277,151.0,279,0.1,1,0,0,0.0,0
2278,71.0,279,20.1,1,0,0,0.0,0
2279,47.0,279,5.3,2,0,0,0.0,0
2280,151.0,279,10.4,1,0,0,0.0,0
2281,109.0,279,60.2,1,0,0,0.0,0
2282,134.0,279,9.4,1,0,0,0.0,0
2283,7.0,279,18.0,1,0,0,0.0,0
2284,165.0,279,2.2,1,0,0,0.0,0
2285,123.0,279,7.2,1,0,0,0.0,0
2286,47.0,279,18.1,1,0,0,0.0,0
2287,39.0,279,0.3,1,0,0,0.0,0
2288,134.0,279,11.2,1,0,0,0.0,0
2289,71.0,279,8.3,1,0,0,0.0,0
2290,71.0,279,36.3,1,0,0,0.0,0
2291,12.0,279,0.9,1,0,0,0.0,0
2292,123.0,279,1.6,1,0,0,0.0,0
2293,71.0,279,17.0,1,0,0,0.0,0
2294,157.0,279,0.7,1,0,0,0.0,0
2295,47.0,279,1.2,1,0,0,0.0,0
2296,157.0,279,44.6,1,0,0,0.0,0
2297,134.0,279,4.2,1,0,0,0.0,0
2298,112.0,279,20.8,1,0,0,0.0,0
2299,134.0,279,70.3,1,0,0,0.0,0
2300,47.0,279,56.0,1,0,0,0.0,0
2301,69.0,279,24.5,1,0,0,0.0,0
2302,157.0,0,6.5,1,0,0,0.0,1
2303,78.0,279,0.2,1,0,0,0.0,0
2304,47.0,279,0.7,1,0,0,0.0,0
2305,94.0,279,2.4,1,0,0,0.0,0
2306,52.0,279,0.5,1,0,0,0.0,0
2307,57.0,279,1.3,1,0,0,0.0,0
2308,94.0,279,0.4,1,0,0,0.0,0
2309,94.0,279,0.3,1,0,0,0.0,0
2310,71.0,279,10.6,1,0,0,0.0,0
2311,94.0,279,10.6,1,0,0,0.0,0
2312,94.0,279,6.8,1,0,0,0.0,0
2313,94.0,279,0.3,1,0,0,0.0,0
2314,94.0,279,8.5,1,0,0,0.0,0
2315,94.0,279,2.5,1,0,0,0.0,0
2316,48.0,279,51.5,1,0,0,0.0,0
2317,37.0,279,0.9,1,0,0,0.0,0
2318,44.0,279,1.0,1,0,0,0.0,0
2319,21.0,279,5.9,1,0,0,0.0,0
2320,70.0,279,4.0,1,0,0,0.0,0
2322,94.0,279,0.2,1,0,0,0.0,0
2323,134.0,278,0.8,1,0,0,0.0,0
2324,71.0,278,7.8,1,0,0,0.0,0
2325,157.0,0,3.1,1,0,0,0.0,1
2326,134.0,278,8.2,1,0,0,0.0,0
2327,112.0,278,14.8,2,0,0,0.0,0
2328,157.0,1,177.2,1,0,0,0.0,1
2329,9.0,278,31.7,1,0,0,0.0,0
2330,47.0,278,0.2,1,0,0,0.0,0
2331,157.0,278,67.8,1,0,0,0.0,0
2332,124.0,278,0.4,1,0,0,0.0,0
2333,157.0,0,59.6,1,0,0,0.0,1
2334,12.0,278,0.1,1,0,0,0.0,0
2335,39.0,278,7.3,1,0,0,0.0,0
2336,71.0,278,44.8,1,0,0,0.0,0
2337,157.0,278,7.6,1,0,0,0.0,0
2338,71.0,278,4.4,1,0,0,0.0,0
2339,83.0,278,6.6,1,0,0,0.0,0
2340,47.0,278,0.6,2,0,0,0.0,0
2341,94.0,278,0.2,1,0,0,0.0,0
2342,71.0,278,2.1,1,0,0,0.0,0
2343,94.0,278,1.3,1,0,0,0.0,0
2345,71.0,278,12.2,1,0,0,0.0,0
2346,151.0,278,0.1,1,0,0,0.0,0
2347,71.0,278,0.4,1,0,0,0.0,0
2348,71.0,278,0.2,1,0,0,0.0,0
2349,127.0,278,0.5,1,0,0,0.0,0
2350,71.0,278,1.9,1,0,0,0.0,0
2351,68.0,278,0.2,1,0,0,0.0,0
2352,71.0,278,53.1,2,0,0,0.0,0
2353,114.0,278,1.3,1,0,0,0.0,0
2354,157.0,0,77.2,1,0,0,0.0,1
2355,134.0,278,0.2,1,0,0,0.0,0
2356,94.0,278,5.1,1,0,0,0.0,0
2357,126.0,278,3.6,2,0,0,0.0,0
2358,71.0,278,0.1,1,0,0,0.0,0
2359,54.0,278,119.6,1,0,0,0.0,0
2360,129.0,278,60.3,1,0,0,0.0,0
2361,47.0,278,28.5,1,0,0,0.0,0
2362,157.0,4,38.0,1,0,0,0.0,1
2363,151.0,278,255.3,2,0,0,0.0,0
2364,150.0,278,1.0,1,0,0,0.0,0
2365,94.0,278,13.0,1,0,0,0.0,0
2366,150.0,278,8.9,1,0,0,0.0,0
2367,157.0,278,26.0,1,0,0,0.0,0
2368,5.0,278,1.8,2,0,0,0.0,0
2369,27.0,1,116.9,1,0,0,0.0,1
2370,157.0,277,80.2,2,0,0,0.0,0
2371,47.0,277,21.0,1,0,0,0.0,0
2372,162.0,277,0.1,1,0,0,0.0,0
2373,54.0,277,12.6,1,0,0,0.0,0
2374,157.0,277,64.5,1,0,0,0.0,0
2375,27.0,277,44.0,2,0,0,0.0,0
2377,5.0,277,1.8,1,0,0,0.0,0
2378,116.0,277,0.4,1,0,0,0.0,0
2379,71.0,4,1.5,1,0,0,0.0,1
2380,71.0,277,3.2,1,0,0,0.0,0
2381,123.0,277,81.9,2,0,0,0.0,0
2382,94.0,277,7.4,1,0,0,0.0,0
2383,71.0,277,44.7,1,0,0,0.0,0
2384,47.0,277,2.1,1,0,0,0.0,0
2385,13.0,277,29.4,1,0,0,0.0,0
2386,71.0,277,0.5,1,0,0,0.0,0
2387,78.0,277,49.6,1,0,0,0.0,0
2388,47.0,277,6.3,1,0,0,0.0,0
2389,71.0,277,1.6,1,0,0,0.0,0
2390,9.0,277,0.1,1,0,0,0.0,0
2391,112.0,277,1.5,1,0,0,0.0,0
2392,115.0,0,12.1,1,0,0,0.0,1
2393,39.0,0,137.9,1,0,0,0.0,1
2394,27.0,277,12.1,1,0,0,0.0,0
2395,157.0,277,43.3,1,0,0,0.0,0
2396,54.0,277,1.3,1,0,0,0.0,0
2397,13.0,2,27.7,1,0,0,0.0,1
2398,71.0,277,1.5,1,0,0,0.0,0
2399,112.0,277,1.1,1,0,0,0.0,0
2400,71.0,277,8.7,1,0,0,0.0,0
2401,48.0,277,53.2,1,0,0,0.0,0
2402,71.0,277,0.1,1,0,0,0.0,0
2403,21.0,277,1.8,1,0,0,0.0,0
2404,157.0,277,8.7,1,0,0,0.0,0
2405,132.0,277,33.8,1,0,0,0.0,0
2406,52.0,277,0.6,1,0,0,0.0,0
2407,27.0,277,0.2,1,0,0,0.0,0
2408,134.0,277,28.6,1,0,0,0.0,0
2409,74.0,4,73.5,2,0,0,0.0,1
2410,60.0,277,62.6,1,0,0,0.0,0
2411,74.0,277,15.8,1,0,0,0.0,0
2412,112.0,277,0.5,1,0,0,0.0,0
2413,27.0,277,3.1,1,0,0,0.0,0
2414,12.0,11,18.8,2,0,0,0.0,1
2415,47.0,276,0.1,1,0,0,0.0,0
2416,63.0,276,1.7,1,0,0,0.0,0
2417,108.0,276,66.3,2,0,0,0.0,0
2419,157.0,276,17.7,1,0,0,0.0,0
2420,157.0,276,35.8,1,0,0,0.0,0
2421,27.0,0,32.4,1,0,0,0.0,1
2422,56.0,276,1.3,1,0,0,0.0,0
2423,7.0,276,21.7,1,0,0,0.0,0
2424,27.0,276,0.6,1,0,0,0.0,0
2425,71.0,276,0.9,1,0,0,0.0,0
2427,157.0,276,6.8,2,0,0,0.0,0
2428,71.0,276,4.3,1,0,0,0.0,0
2429,47.0,276,1.4,1,0,0,0.0,0
2430,71.0,276,0.7,1,0,0,0.0,0
2431,71.0,276,10.0,1,0,0,0.0,0
2432,123.0,276,7.1,1,0,0,0.0,0
2433,154.0,276,0.8,1,0,0,0.0,0
2434,114.0,276,10.4,1,0,0,0.0,0
2435,71.0,276,6.2,1,0,0,0.0,0
2436,157.0,276,0.7,1,0,0,0.0,0
2437,137.0,276,61.0,1,0,0,0.0,0
2438,34.0,276,6.2,1,0,0,0.0,0
2439,15.0,276,11.5,1,0,0,0.0,0
2440,15.0,276,2.4,2,0,0,0.0,0
2441,157.0,0,44.8,1,0,0,0.0,1
2442,112.0,276,4.4,1,0,0,0.0,0
2443,137.0,276,5.6,1,0,0,0.0,0
2444,0.0,276,0.1,1,0,0,0.0,0
2445,47.0,276,0.5,2,0,0,0.0,0
2446,112.0,276,41.0,1,0,0,0.0,0
2447,71.0,276,0.2,1,0,0,0.0,0
2448,157.0,4,111.1,1,0,0,0.0,1
2449,71.0,276,7.5,1,0,0,0.0,0
2450,71.0,276,3.5,1,0,0,0.0,0
2451,12.0,276,25.5,1,0,0,0.0,0
2452,162.0,276,2.5,1,0,0,0.0,0
2453,130.0,276,47.4,1,0,0,0.0,0
2454,112.0,276,1.2,1,0,0,0.0,0
2455,71.0,276,0.2,1,0,0,0.0,0
2456,151.0,276,2.7,1,0,0,0.0,0
2457,54.0,276,58.9,1,0,0,0.0,0
2458,47.0,276,6.6,1,0,0,0.0,0
2459,7.0,276,62.0,1,0,0,0.0,0
2460,166.0,29,168.9,2,0,0,0.0,1
2461,87.0,276,1.6,1,0,0,0.0,0
2462,71.0,276,53.4,1,0,0,0.0,0
2463,21.0,276,15.5,1,0,0,0.0,0
2464,123.0,276,25.7,1,0,0,0.0,0
2465,137.0,276,6.6,1,0,0,0.0,0
2466,71.0,276,6.4,1,0,0,0.0,0
2467,157.0,9,17.6,2,0,0,0.0,1
2468,47.0,276,1.5,1,0,0,0.0,0
2469,112.0,276,1.5,1,0,0,0.0,0
2470,162.0,276,0.3,1,0,0,0.0,0
2472,21.0,276,2.6,1,0,0,0.0,0
2473,157.0,276,9.1,1,0,0,0.0,0
2474,71.0,276,2.0,2,0,0,0.0,0
2475,12.0,276,2.9,1,0,0,0.0,0
2476,52.0,276,35.7,1,0,0,0.0,0
2477,47.0,276,10.0,1,0,0,0.0,0
2478,71.0,276,1.6,1,0,0,0.0,0
2479,47.0,276,0.2,1,0,0,0.0,0
2480,157.0,276,5.6,1,0,0,0.0,0
2481,94.0,276,2.8,1,0,0,0.0,0
2482,41.0,276,1.8,1,0,0,0.0,0
2483,112.0,276,0.8,1,0,0,0.0,0
2484,69.0,0,14.0,1,0,0,0.0,1
2485,112.0,276,58.4,1,0,0,0.0,0
2486,124.0,276,7.3,1,0,0,0.0,0
2487,52.0,4,10.1,2,0,0,0.0,1
2488,157.0,0,23.5,1,0,0,0.0,1
2489,112.0,276,64.1,1,0,0,0.0,0
2490,21.0,276,1.7,1,0,0,0.0,0
2491,54.0,276,53.4,1,0,0,0.0,0
2492,54.0,276,9.8,1,0,0,0.0,0
2493,112.0,276,1.4,1,0,0,0.0,0
2494,0.0,0,59.6,1,0,0,0.0,1
2495,120.0,4,34.6,1,0,0,0.0,1
2496,71.0,275,19.8,1,0,0,0.0,0
2497,157.0,113,88.1,1,0,0,0.0,1
2498,157.0,0,42.6,1,0,0,0.0,1
2499,71.0,275,46.9,1,0,0,0.0,0
2500,71.0,275,63.8,1,0,0,0.0,0
2501,129.0,275,44.4,1,0,0,0.0,0
2502,49.0,275,1.3,1,0,0,0.0,0
2503,157.0,0,52.8,1,0,0,0.0,1
2504,118.0,275,30.0,1,0,0,0.0,0
2505,71.0,275,72.3,1,0,0,0.0,0
2506,112.0,275,60.6,1,0,0,0.0,0
2507,117.0,7,122.6,2,0,0,0.0,1
2508,49.0,275,34.8,1,0,0,0.0,0
2509,157.0,275,0.9,1,0,0,0.0,0
2510,166.0,275,26.0,1,0,0,0.0,0
2511,7.0,275,135.1,1,0,0,0.0,0
2512,112.0,48,163.0,2,0,0,0.0,1
2513,157.0,0,11.3,1,0,0,0.0,1
2514,47.0,275,1.2,1,0,0,0.0,0
2515,27.0,275,56.5,1,0,0,0.0,0
2516,71.0,275,0.4,1,0,0,0.0,0
2517,47.0,275,0.5,1,0,0,0.0,0
2518,27.0,275,0.4,1,0,0,0.0,0
2519,71.0,275,5.1,1,0,0,0.0,0
2520,108.0,275,3.8,1,0,0,0.0,0
2521,91.0,0,59.3,1,0,0,0.0,1
2522,54.0,275,40.3,1,0,0,0.0,0
2523,71.0,275,3.3,1,0,0,0.0,0
2525,19.0,275,39.8,1,0,0,0.0,0
2526,47.0,275,1.2,1,0,0,0.0,0
2527,12.0,275,0.8,1,0,0,0.0,0
2528,71.0,275,1.7,1,0,0,0.0,0
2529,157.0,275,54.6,1,0,0,0.0,0
2530,124.0,1,136.5,1,0,0,0.0,1
2532,123.0,275,19.1,1,0,0,0.0,0
2533,124.0,275,60.4,1,0,0,0.0,0
2534,123.0,275,54.9,1,0,0,0.0,0
2535,157.0,275,0.3,1,0,0,0.0,0
2536,157.0,275,0.4,1,0,0,0.0,0
2537,157.0,275,17.5,2,0,0,0.0,0
2538,71.0,274,3.6,1,0,0,0.0,0
2539,21.0,274,1.3,1,0,0,0.0,0
2540,157.0,0,61.3,1,0,0,0.0,1
